,Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%)
305,France,2021,Meat & Seafood,129163.37,121478.32,103.92333333333333,638.43,59.696666666666665
306,France,2021,Prepared Food,237646.08000000002,227249.07,86.36222222222221,881.1133333333332,52.18
307,France,2022,Bakery Items,107252.47,109307.64,107.24600000000001,718.924,44.512
308,France,2022,Beverages,58228.47,63076.64,120.31,896.1,51.41
309,France,2022,Dairy Products,107465.33,104779.02,149.248,763.104,50.278
310,France,2022,Frozen Food,85765.22,88880.52,137.6925,706.3375,56.690000000000005
311,France,2022,Fruits & Vegetables,136159.40000000002,146838.16,92.382,591.728,54.51800000000001
312,France,2022,Grains & Cereals,133433.53,131993.19,129.7075,534.49,53.9775
313,France,2022,Meat & Seafood,118569.69,110523.16,82.5075,850.355,55.1675
314,France,2022,Prepared Food,228536.89,229880.94,153.38714285714286,753.5842857142858,44.25714285714286
315,France,2023,Bakery Items,118478.18000000001,111191.88,126.146,596.566,52.924
316,France,2023,Beverages,125037.76999999999,127279.95,135.08,939.1633333333334,42.03
317,France,2023,Dairy Products,161628.36,156833.74,124.776,748.052,46.583999999999996
318,France,2023,Frozen Food,207597.68,204993.5,74.78999999999999,523.4585714285714,49.23428571428571
319,France,2023,Fruits & Vegetables,109389.97,98880.8,113.1875,1029.715,46.33
320,France,2023,Grains & Cereals,113473.68,103968.85,101.132,380.93199999999996,56.936
321,France,2023,Meat & Seafood,151297.56,161188.89,123.13200000000002,824.058,54.45
322,France,2023,Prepared Food,80975.34,91747.84,145.04500000000002,706.0775,51.5125
323,France,2024,Bakery Items,76819.04,83493.87,110.1275,879.05,39.697500000000005
324,France,2024,Beverages,79056.06,81525.75,93.10750000000002,616.1424999999999,50.785
325,France,2024,Dairy Products,201690.34,202506.16999999998,101.2475,826.61125,48.8375
326,France,2024,Frozen Food,34423.909999999996,40364.26,146.55,1117.195,52.9
327,France,2024,Fruits & Vegetables,138793.65,125617.22,78.852,941.1719999999999,45.326
328,France,2024,Grains & Cereals,82436.12,84604.70999999999,59.3975,633.645,60.21
329,France,2024,Meat & Seafood,29417.86,29682.300000000003,97.91,829.705,32.325
330,France,2024,Prepared Food,86488.31,87450.78,135.79250000000002,784.8575,56.042500000000004
331,Germany,2018,Bakery Items,214412.36,212252.47999999998,116.64428571428572,712.7300000000001,55.951428571428565
332,Germany,2018,Beverages,211733.19,199877.67,94.12727272727274,624.4372727272728,46.03
333,Germany,2018,Dairy Products,87240.36,86210.18,142.695,747.3175,55.3475
334,Germany,2018,Frozen Food,74523.78,72525.85,127.15,342.22,47.425
335,Germany,2018,Fruits & Vegetables,160516.40000000002,167161.9,143.33166666666668,640.195,57.54333333333333
336,Germany,2018,Grains & Cereals,42989.85,41226.85,177.17000000000002,273.865,52.32
337,Germany,2018,Meat & Seafood,89579.19,92013.94,76.5275,921.2049999999999,59.545
338,Germany,2018,Prepared Food,138097.37,129989.41,87.168,652.6220000000001,46.632
339,Germany,2019,Bakery Items,95346.24,99839.53,102.99000000000001,490.802,50.81
340,Germany,2019,Beverages,123357.98999999999,127291.78,146.73833333333332,456.7866666666667,47.88333333333333
341,Germany,2019,Dairy Products,99796.69,105218.48999999999,117.17750000000001,268.83,44.0225
342,Germany,2019,Frozen Food,85625.83,88526.94,124.2625,856.03,45.2175
343,Germany,2019,Fruits & Vegetables,205641.77000000002,201240.22,108.549,668.034,50.398
344,Germany,2019,Grains & Cereals,226593.18,219590.66999999998,71.16142857142857,732.7542857142856,43.44428571428572
345,Germany,2019,Meat & Seafood,76880.04000000001,83575.32,160.33333333333334,962.5033333333332,51.526666666666664
346,Germany,2019,Prepared Food,126821.8,129422.48,105.9425,789.93,49.6525
347,Germany,2020,Bakery Items,197359.66,184714.78,100.17999999999999,819.97,52.11
348,Germany,2020,Beverages,144977.7,147019.07,132.05142857142857,841.8685714285714,55.26571428571429
349,Germany,2020,Dairy Products,143847.04,141438.78999999998,95.27166666666666,612.3516666666667,54.27666666666667
350,Germany,2020,Frozen Food,55015.93,51046.619999999995,153.485,676.7,44.83
351,Germany,2020,Fruits & Vegetables,174901.51,182948.46,97.87,769.4033333333333,55.681666666666665
352,Germany,2020,Grains & Cereals,153755.39,150171.31,78.02666666666667,243.01,50.333333333333336
353,Germany,2020,Meat & Seafood,60482.19,61689.43,110.26333333333334,407.5366666666667,46.93333333333334
354,Germany,2020,Prepared Food,74665.95,80550.88,145.49200000000002,806.938,59.986000000000004
355,Germany,2021,Bakery Items,66018.19,62222.229999999996,106.03600000000002,898.548,49.068
356,Germany,2021,Beverages,120648.18,123905.24,142.06199999999998,666.642,45.506
357,Germany,2021,Dairy Products,201700.13,200476.65000000002,113.749,875.11,50.637
358,Germany,2021,Frozen Food,218564.75,202283.29,145.8488888888889,615.6600000000001,53.74444444444444
359,Germany,2021,Fruits & Vegetables,55946.21,48724.240000000005,82.29,448.4,56.68
360,Germany,2021,Grains & Cereals,161697.1,161348.47,121.3675,534.345,45.019999999999996
361,Germany,2021,Meat & Seafood,147638.82,147445.8,113.29166666666667,1113.7133333333334,46.35833333333333
362,Germany,2021,Prepared Food,108910.92,98310.94,151.26,924.4983333333333,45.556666666666665
363,Germany,2022,Bakery Items,59962.95,60608.55,131.42333333333332,955.0566666666667,47.086666666666666
364,Germany,2022,Beverages,130159.35,128832.82,134.8825,356.71250000000003,48.5925
365,Germany,2022,Dairy Products,33322.71,30806.46,132.4675,796.1375,41.182500000000005
366,Germany,2022,Frozen Food,132900.52000000002,142055.21,105.94142857142857,803.5214285714285,54.11857142857143
367,Germany,2022,Fruits & Vegetables,48831.52,51581.939999999995,109.225,693.115,57.585
368,Germany,2022,Grains & Cereals,92748.78,89717.07,132.115,744.6675,44.4975
369,Germany,2022,Meat & Seafood,72869.31999999999,77393.08,103.135,975.5899999999999,56.78
370,Germany,2022,Prepared Food,150032.37,152769.68,108.11333333333334,497.38166666666666,49.675000000000004
371,Germany,2023,Bakery Items,91597.70000000001,91836.6,156.675,662.7049999999999,50.03
372,Germany,2023,Beverages,197493.06,197633.17,101.836,894.3369999999999,43.072
373,Germany,2023,Dairy Products,167991.94,165948.41,136.54333333333332,867.8783333333334,54.696666666666665
374,Germany,2023,Frozen Food,108409.6,106668.75,93.78,745.985,54.8825
375,Germany,2023,Fruits & Vegetables,121973.56,129069.54,105.202,678.5319999999999,51.112
376,Germany,2023,Grains & Cereals,45074.35,54083.25,177.56,537.68,31.91
377,Germany,2023,Meat & Seafood,41938.04,35177.81,76.39999999999999,999.675,47.945
378,Germany,2023,Prepared Food,234572.72,226950.64,106.35222222222222,634.8177777777778,40.712222222222216
379,Germany,2024,Bakery Items,77472.05,83825.08,116.02,607.6233333333333,48.4
380,Germany,2024,Beverages,100016.56999999999,92022.93,88.62333333333333,737.37,43.699999999999996
381,Germany,2024,Dairy Products,22195.54,21109.559999999998,129.25,777.815,50.295
382,Germany,2024,Frozen Food,145948.92,157065.12,116.33,698.39,48.656666666666666
383,Germany,2024,Fruits & Vegetables,177303.87,172880.46,122.44125,649.6475,53.7675
384,Germany,2024,Grains & Cereals,71755.88,69906.12,100.09999999999998,944.2333333333332,45.64333333333334
385,Germany,2024,Meat & Seafood,80218.11,82939.84,117.15833333333335,483.12999999999994,46.77
386,Germany,2024,Prepared Food,209977.87,209577.94,121.87857142857142,650.6228571428572,55.51142857142857
387,India,2018,Bakery Items,195987.03,187850.05,95.65166666666666,741.695,48.36666666666667
388,India,2018,Beverages,202443.02,214196.68,110.74,779.4114285714286,49.25285714285714
389,India,2018,Dairy Products,233278.24,249130.15,118.24444444444445,730.2788888888889,49.88333333333333
390,India,2018,Frozen Food,148808.07,140153.19,150.72,626.53,46.032
391,India,2018,Fruits & Vegetables,136470.59,134376.12,123.61714285714287,704.0128571428571,54.36571428571428
392,India,2018,Grains & Cereals,81037.98999999999,84653.7,133.85166666666666,805.4399999999999,52.258333333333326
393,India,2018,Meat & Seafood,75654.46,78099.98,43.830000000000005,721.1866666666666,58.67333333333334
394,India,2018,Prepared Food,124460.79000000001,124553.54,152.344,629.908,51.346000000000004
395,India,2019,Bakery Items,148700.67,161426.49,71.898,802.784,55.160000000000004
396,India,2019,Beverages,127008.70999999999,125676.31,135.83666666666667,823.7583333333332,52.223333333333336
397,India,2019,Dairy Products,22082.54,26283.89,146.74,1093.49,46.21
398,India,2019,Frozen Food,281323.6,285625.21,98.3725,645.365,58.256249999999994
399,India,2019,Fruits & Vegetables,80309.05,86948.14,102.02333333333333,523.98,58.52333333333333
400,India,2019,Grains & Cereals,36001.34,39637.909999999996,85.07,312.67,36.39
401,India,2019,Meat & Seafood,143590.25,153979.62,142.94,712.88,57.56333333333333
402,India,2019,Prepared Food,61149.600000000006,55223.83,53.43,518.6,45.019999999999996
403,India,2020,Bakery Items,63780.22,66812.98999999999,174.73,977.725,67.34
404,India,2020,Beverages,216357.49000000002,222640.06,118.06375,1008.2575,44.7025
405,India,2020,Dairy Products,157473.79,161653.95,129.70625,722.12625,46.68375
406,India,2020,Frozen Food,11057.55,9620.62,169.66,612.27,46.6
407,India,2020,Fruits & Vegetables,188656.49,177336.23,112.36375,654.71375,49.0375
408,India,2020,Grains & Cereals,101743.39000000001,107391.35,127.7575,878.3125,56.7825
409,India,2020,Meat & Seafood,176099.15,174354.7,86.06,865.9037500000001,45.205
410,India,2020,Prepared Food,182164.73,189327.80000000002,105.1211111111111,666.4311111111111,51.64666666666667
411,India,2021,Bakery Items,61742.6,63747.72,92.61000000000001,762.675,53.97
412,India,2021,Beverages,130132.29000000001,131407.15,99.22,586.518,56.782
413,India,2021,Dairy Products,73610.3,73812.70999999999,141.03,482.84666666666664,44.81333333333333
414,India,2021,Frozen Food,103809.45999999999,101637.88,68.49666666666667,856.5166666666668,52.39333333333334
415,India,2021,Fruits & Vegetables,122425.74,117556.18,105.28600000000002,665.082,48.120000000000005
416,India,2021,Grains & Cereals,72808.51,71965.65,148.26333333333332,1106.2566666666667,56.47666666666667
417,India,2021,Meat & Seafood,28457.93,28368.1,151.29,138.07,55.36
418,India,2021,Prepared Food,62880.77,64050.44,73.67,1048.1,35.29
419,India,2022,Bakery Items,164547.01,146951.26,107.875,825.1716666666666,50.715
420,India,2022,Beverages,128679.54000000001,137072.22999999998,106.6225,423.1875,57.0
421,India,2022,Dairy Products,100916.79000000001,104916.56,119.73599999999999,686.688,47.83200000000001
422,India,2022,Frozen Food,112944.09,112039.18,69.855,945.4525,50.019999999999996
423,India,2022,Fruits & Vegetables,181575.16,195912.4,113.08666666666666,501.3066666666667,42.29
424,India,2022,Grains & Cereals,120905.70000000001,103767.41,119.81800000000001,904.0120000000001,50.25
425,India,2022,Meat & Seafood,71072.67,61975.729999999996,167.86,522.87,45.655
426,India,2022,Prepared Food,50168.71,49346.14,136.155,314.795,53.31
427,India,2023,Bakery Items,97917.08,89677.74,45.35,383.27750000000003,52.8375
428,India,2023,Beverages,245771.19,243947.75,67.11888888888889,577.8155555555555,50.309999999999995
429,India,2023,Dairy Products,66970.88,69069.90000000001,54.62,304.885,53.675
430,India,2023,Frozen Food,58297.86,53861.75,90.08666666666666,653.6833333333334,53.839999999999996
431,India,2023,Fruits & Vegetables,70969.66,62771.61,80.17999999999999,537.89,50.93333333333334
432,India,2023,Grains & Cereals,35856.27,29800.13,48.77,280.395,49.045
433,India,2023,Meat & Seafood,142726.77000000002,150240.05,99.595,635.1800000000001,50.474999999999994
434,India,2023,Prepared Food,100672.39,98695.65,79.3175,825.675,55.8875
435,India,2024,Bakery Items,76336.69,71463.4,88.24666666666667,719.8266666666667,43.419999999999995
436,India,2024,Beverages,69457.64,70642.2,124.64250000000001,823.7874999999999,46.8125
437,India,2024,Dairy Products,9720.84,10304.87,40.11,116.33,53.31
438,India,2024,Frozen Food,118418.9,116708.05,145.89666666666668,711.1266666666667,52.96
439,India,2024,Fruits & Vegetables,87513.45999999999,77898.14,145.83,928.1139999999999,51.272000000000006
440,India,2024,Grains & Cereals,79875.25,77632.11,110.81333333333333,729.0,57.550000000000004
441,India,2024,Meat & Seafood,50253.340000000004,58440.96,115.85,359.92999999999995,54.269999999999996
442,India,2024,Prepared Food,152239.52,157715.58,113.98375,725.54375,53.97
443,Indonesia,2018,Bakery Items,134746.33000000002,147137.53,100.72166666666668,909.2083333333334,59.66833333333333
444,Indonesia,2018,Beverages,178284.16999999998,179554.34,93.48833333333333,709.3383333333333,46.428333333333335
445,Indonesia,2018,Dairy Products,200876.39,208001.09,90.73428571428572,571.8314285714287,57.462857142857146
446,Indonesia,2018,Frozen Food,69686.20999999999,80020.93,103.66,878.825,51.05
447,Indonesia,2018,Fruits & Vegetables,33348.24,32688.8,92.0,866.83,39.45
448,Indonesia,2018,Grains & Cereals,43523.55,42995.58,103.27,282.62,60.315
449,Indonesia,2018,Meat & Seafood,43422.11,46024.1,94.21666666666665,779.61,49.300000000000004
450,Indonesia,2018,Prepared Food,111694.29000000001,105688.79,76.12666666666667,774.5666666666666,46.75
451,Indonesia,2019,Bakery Items,41745.82,35364.71,157.81,356.73999999999995,66.875
452,Indonesia,2019,Beverages,106006.52,110183.31,69.914,592.5559999999999,49.694
453,Indonesia,2019,Dairy Products,69601.67,71989.66,70.40666666666667,973.9066666666668,39.583333333333336
454,Indonesia,2019,Frozen Food,61376.630000000005,59809.13,134.54500000000002,980.595,58.735
455,Indonesia,2019,Fruits & Vegetables,91662.15,91990.36,86.375,505.395,47.3075
456,Indonesia,2019,Grains & Cereals,50053.479999999996,52235.159999999996,77.14,416.1875,50.0
457,Indonesia,2019,Meat & Seafood,116199.71,115481.54000000001,121.78166666666668,786.7316666666667,48.36166666666667
458,Indonesia,2019,Prepared Food,44609.58,43858.31,104.32000000000001,722.3975,49.175
459,Indonesia,2020,Bakery Items,86229.33,82027.4,120.61999999999999,600.7333333333332,57.673333333333325
460,Indonesia,2020,Beverages,167230.28,173181.49,94.185,820.0216666666666,56.968333333333334
461,Indonesia,2020,Dairy Products,118970.84,136141.65,84.48333333333333,906.3600000000001,53.64333333333334
462,Indonesia,2020,Frozen Food,225562.33000000002,225163.63,122.66142857142857,817.5214285714285,48.38142857142857
463,Indonesia,2020,Fruits & Vegetables,106859.08,105113.44,95.47200000000001,893.0099999999999,51.144
464,Indonesia,2020,Grains & Cereals,123203.34999999999,114978.59,128.1625,584.655,48.5075
465,Indonesia,2020,Meat & Seafood,105173.76,101272.79,160.065,594.985,53.574999999999996
466,Indonesia,2020,Prepared Food,145298.56,135082.58000000002,111.5425,978.55,46.0625
467,Indonesia,2021,Bakery Items,49420.3,41747.41,34.73,54.36,67.77
468,Indonesia,2021,Beverages,191807.3,186377.03999999998,119.55833333333334,559.1183333333333,47.17333333333334
469,Indonesia,2021,Dairy Products,136359.91999999998,140749.85,111.624,587.856,59.952
470,Indonesia,2021,Frozen Food,64715.39,59316.44,112.6425,869.51,63.28
471,Indonesia,2021,Fruits & Vegetables,235329.43,254842.33,102.57285714285715,606.4142857142857,47.605714285714285
472,Indonesia,2021,Grains & Cereals,82944.1,71628.26000000001,78.66499999999999,571.515,65.87
473,Indonesia,2021,Meat & Seafood,62885.979999999996,60261.88,141.555,814.47,57.855000000000004
474,Indonesia,2021,Prepared Food,153152.82,158567.63,106.02,704.4066666666666,45.74666666666667
475,Indonesia,2022,Bakery Items,237524.5,223329.15,141.0575,683.1775,52.4225
476,Indonesia,2022,Beverages,146854.8,157007.56,90.02,621.98,55.57333333333333
477,Indonesia,2022,Dairy Products,83059.18,85623.55,91.10249999999999,527.4275,44.1525
478,Indonesia,2022,Frozen Food,98508.51000000001,89181.67,109.3575,580.1324999999999,62.54
479,Indonesia,2022,Fruits & Vegetables,63243.25,67430.19,74.82750000000001,615.9125,52.455
480,Indonesia,2022,Grains & Cereals,91736.96,98013.15,123.05,776.0966666666667,43.00333333333333
481,Indonesia,2022,Meat & Seafood,199012.26,194155.5,114.29,822.5216666666666,52.403333333333336
482,Indonesia,2022,Prepared Food,46608.15,44152.9,83.78333333333333,793.2666666666668,51.416666666666664
483,Indonesia,2023,Bakery Items,151815.99,138042.81,88.77125,573.74875,53.10125
484,Indonesia,2023,Beverages,171520.96,189668.72999999998,99.54666666666667,835.2983333333333,42.24166666666667
485,Indonesia,2023,Dairy Products,120006.55,117004.56,94.114,791.8979999999999,50.95
486,Indonesia,2023,Frozen Food,59469.37,57992.19,87.56666666666666,692.86,55.120000000000005
487,Indonesia,2023,Fruits & Vegetables,73292.72,75040.62,132.312,515.6859999999999,49.332
488,Indonesia,2023,Grains & Cereals,54829.48,60310.41,79.065,773.235,35.75
489,Indonesia,2023,Meat & Seafood,172352.98,177333.51,123.226,660.9300000000001,47.644
490,Indonesia,2023,Prepared Food,224156.74,201886.21,109.99571428571429,706.3171428571429,55.51428571428572
491,Indonesia,2024,Bakery Items,57126.17,51712.03,70.63666666666667,677.77,62.830000000000005
492,Indonesia,2024,Beverages,146432.62,129557.91,115.51199999999999,733.708,56.452
493,Indonesia,2024,Dairy Products,131908.32,133934.93,110.28833333333334,646.24,54.181666666666665
494,Indonesia,2024,Frozen Food,162529.9,175123.78,74.43666666666667,674.4583333333334,55.97
495,Indonesia,2024,Fruits & Vegetables,143153.7,142364.85,98.196,736.4019999999999,61.52
496,Indonesia,2024,Grains & Cereals,95986.12,89125.82,141.785,748.3625,52.8825
497,Indonesia,2024,Meat & Seafood,111338.89,108287.9,109.104,836.9100000000001,53.802
498,Italy,2018,Bakery Items,197528.51,205095.9,103.11500000000001,658.6216666666667,44.49666666666667
499,Italy,2018,Beverages,130997.93,127743.97,88.99000000000001,367.996,40.352
500,Italy,2018,Dairy Products,121428.26000000001,125785.07,132.57,838.5074999999999,49.495
501,Italy,2018,Fruits & Vegetables,68186.63,73040.73,163.58,788.98,40.14333333333334
502,Italy,2018,Grains & Cereals,67743.04,72483.29000000001,94.46000000000001,686.824,46.554
503,Italy,2018,Meat & Seafood,198441.15,197400.97,106.37857142857142,651.91,48.651428571428575
504,Italy,2018,Prepared Food,73815.81,61269.41,66.69500000000001,680.43,50.435
505,Italy,2019,Bakery Items,105716.42000000001,112319.43,132.59857142857143,874.3171428571429,46.02285714285714
506,Italy,2019,Beverages,3863.14,4536.9,198.83,1205.13,31.31
507,Italy,2019,Dairy Products,215522.34,215766.69,134.48714285714286,570.0485714285714,42.81857142857143
508,Italy,2019,Frozen Food,13942.38,11285.35,182.91,792.65,52.79
509,Italy,2019,Fruits & Vegetables,35638.51,33924.09,105.83500000000001,724.015,56.195
510,Italy,2019,Grains & Cereals,37382.600000000006,39117.06,83.74666666666667,719.14,49.23666666666667
511,Italy,2019,Meat & Seafood,4238.69,4890.25,165.2,239.82,57.1
512,Italy,2019,Prepared Food,160163.06,173218.72,112.97666666666667,658.245,42.723333333333336
513,Italy,2020,Bakery Items,26814.61,27180.34,132.96,724.5250000000001,59.92
514,Italy,2020,Beverages,28658.95,25981.129999999997,88.59,877.99,40.489999999999995
515,Italy,2020,Dairy Products,80286.94,81398.33,126.28999999999999,1103.7024999999999,53.8225
516,Italy,2020,Frozen Food,52508.28,50589.58,83.335,808.035,48.36
517,Italy,2020,Fruits & Vegetables,50781.72,49850.72,41.156666666666666,799.4833333333332,55.550000000000004
518,Italy,2020,Grains & Cereals,126792.98999999999,127875.38,101.56166666666667,811.515,50.36666666666667
519,Italy,2020,Meat & Seafood,243855.2,233928.68,113.09285714285714,365.36285714285714,55.684285714285714
520,Italy,2020,Prepared Food,64170.47,63361.4,93.59400000000001,689.4620000000001,43.57
521,Italy,2021,Bakery Items,25478.56,22986.22,106.81333333333333,646.2833333333334,51.906666666666666
522,Italy,2021,Beverages,165222.38999999998,166882.16,122.46428571428571,545.2328571428571,46.35
523,Italy,2021,Dairy Products,74709.42,75881.20999999999,88.58,326.882,47.19
524,Italy,2021,Frozen Food,60480.3,60353.05,109.82666666666667,939.0233333333332,38.736666666666665
525,Italy,2021,Fruits & Vegetables,190520.84,188491.5,150.67999999999998,683.29,51.99
526,Italy,2021,Grains & Cereals,133398.72,135204.86000000002,112.77,506.1233333333333,36.29333333333333
527,Italy,2021,Meat & Seafood,126082.17,131988.49,106.77499999999999,794.8933333333333,54.895
528,Italy,2021,Prepared Food,96515.91,86887.01000000001,121.4725,542.6175,56.269999999999996
529,Italy,2022,Bakery Items,189873.57,182848.46,103.93142857142857,573.3228571428572,52.18857142857143
530,Italy,2022,Beverages,26791.33,27327.58,182.315,839.9649999999999,50.42
531,Italy,2022,Dairy Products,35574.3,38713.18,109.14500000000001,873.7750000000001,59.144999999999996
532,Italy,2022,Frozen Food,38347.96,41285.16,72.47,506.24,59.52
533,Italy,2022,Fruits & Vegetables,72230.91,69569.83,129.6975,473.9675,46.53
534,Italy,2022,Grains & Cereals,147740.76,147994.28,114.245,612.7616666666667,41.61333333333334
535,Italy,2022,Meat & Seafood,39289.86,39561.86,117.58000000000001,730.0999999999999,50.22
536,Italy,2022,Prepared Food,258315.72,260754.95,103.62111111111112,657.7666666666667,43.74888888888889
537,Italy,2023,Bakery Items,138981.22,151822.45,150.035,779.2583333333333,53.09
538,Italy,2023,Beverages,157641.51,164321.5,112.02499999999999,766.57,44.90833333333333
539,Italy,2023,Dairy Products,253408.14,236723.82,113.96199999999999,736.1600000000001,49.891000000000005
540,Italy,2023,Frozen Food,87033.22,84992.72,105.46,1129.8875,46.7575
541,Italy,2023,Fruits & Vegetables,150025.95,159665.72999999998,132.35666666666665,778.7266666666666,61.215
542,Italy,2023,Grains & Cereals,171698.41,178391.91,79.79666666666667,809.1666666666666,52.76666666666667
543,Italy,2023,Meat & Seafood,181867.39,179635.47,99.486,794.308,46.468
544,Italy,2023,Prepared Food,203829.41999999998,213718.96,83.44000000000001,502.8757142857143,48.11857142857143
545,Italy,2024,Bakery Items,61847.630000000005,57322.58,126.96999999999998,668.4933333333333,44.09
546,Italy,2024,Beverages,151861.82,159083.32,108.63199999999999,654.298,45.904
547,Italy,2024,Dairy Products,120369.76000000001,107335.70999999999,125.45500000000001,669.0350000000001,54.085
548,Italy,2024,Frozen Food,154965.86,152294.27000000002,108.2425,715.0625,48.3925
549,Italy,2024,Fruits & Vegetables,186501.11,180117.11,82.10625,673.64,51.47875
550,Italy,2024,Grains & Cereals,54691.67,49816.67,106.05333333333333,610.9466666666666,43.07
551,Italy,2024,Meat & Seafood,185935.93000000002,183527.69,109.478,484.852,48.678
552,Italy,2024,Prepared Food,157997.89,152782.39,143.31857142857143,766.4114285714286,53.637142857142855
553,Japan,2018,Bakery Items,170177.94,168996.73,128.04666666666668,915.3266666666667,64.86333333333333
554,Japan,2018,Beverages,81893.95,84490.41,107.83600000000001,667.042,46.708
555,Japan,2018,Dairy Products,5983.65,6409.36,103.06,850.21,32.38
556,Japan,2018,Frozen Food,89426.86,86488.44,134.86,558.4375,55.5375
557,Japan,2018,Fruits & Vegetables,6945.83,7957.41,138.3,423.6,49.16
558,Japan,2018,Grains & Cereals,67748.35,58628.46,101.44,537.5166666666667,49.84
559,Japan,2018,Meat & Seafood,210354.22,221702.34,85.0275,850.74875,50.06875
560,Japan,2018,Prepared Food,134926.59,135214.75,83.66000000000001,822.9383333333334,61.275
561,Japan,2019,Bakery Items,94150.34,90872.15000000001,79.494,521.696,45.694
562,Japan,2019,Beverages,248736.79,270984.97000000003,120.45625,693.33375,44.97625
563,Japan,2019,Dairy Products,165243.79,169435.13,131.06428571428572,579.2014285714286,50.58857142857143
564,Japan,2019,Frozen Food,107946.92,115850.65999999999,87.06,731.87,49.985
565,Japan,2019,Fruits & Vegetables,103070.66,108586.97,130.32,556.76,55.4125
566,Japan,2019,Grains & Cereals,123039.01000000001,122333.54999999999,84.9,653.836,45.686
567,Japan,2019,Meat & Seafood,33828.5,30560.86,132.87,783.1899999999999,56.605000000000004
568,Japan,2019,Prepared Food,160594.11000000002,170614.4,115.36,656.5016666666667,52.63999999999999
569,Japan,2020,Bakery Items,58097.979999999996,53569.82,137.4425,514.1375,44.375
570,Japan,2020,Beverages,200746.86,188827.31,96.486,824.6960000000001,57.510000000000005
571,Japan,2020,Dairy Products,83149.97,86841.01,102.875,448.11249999999995,47.2525
572,Japan,2020,Frozen Food,89907.63,84449.51000000001,105.126,849.8290000000001,39.63
573,Japan,2020,Fruits & Vegetables,105774.81,104300.77,123.455,880.385,54.364999999999995
574,Japan,2020,Grains & Cereals,65942.84,66980.22,71.51666666666667,935.34,52.24333333333333
575,Japan,2020,Meat & Seafood,147685.0,130949.01,134.275,820.3475000000001,44.917500000000004
576,Japan,2020,Prepared Food,199435.25,206976.53,101.76444444444445,820.1844444444445,51.986666666666665
577,Japan,2021,Bakery Items,88757.70000000001,85384.93,90.09333333333335,739.7033333333334,50.723333333333336
578,Japan,2021,Beverages,228935.35,204853.33000000002,122.60428571428572,522.1585714285715,40.90571428571428
579,Japan,2021,Dairy Products,84589.92,85719.3,150.435,202.535,52.475
580,Japan,2021,Frozen Food,102483.29,93250.14,127.94,604.2875,52.815
581,Japan,2021,Fruits & Vegetables,44099.53,42251.76,82.86666666666666,835.0466666666666,53.576666666666675
582,Japan,2021,Grains & Cereals,216738.18,230670.94,100.38272727272728,495.38090909090903,46.36727272727273
583,Japan,2021,Meat & Seafood,48499.21,48024.409999999996,86.60499999999999,696.345,40.355
584,Japan,2021,Prepared Food,36419.63,38653.07,87.85000000000001,815.915,52.515
585,Japan,2022,Bakery Items,9672.11,11579.58,139.34,899.64,62.32
586,Japan,2022,Beverages,95751.33,101981.66,70.88666666666667,837.3100000000001,51.94333333333333
587,Japan,2022,Frozen Food,122809.42,128487.88,69.005,806.8875,47.825
588,Japan,2022,Fruits & Vegetables,130763.59,149500.0,104.94999999999999,821.3775,41.1925
589,Japan,2022,Grains & Cereals,128717.36,121478.53,139.47,888.144,49.806
590,Japan,2022,Meat & Seafood,135322.88999999998,131050.26000000001,99.92,733.228,47.04600000000001
591,Japan,2022,Prepared Food,70962.53,74538.32,128.565,439.05,49.9025
592,Japan,2023,Bakery Items,172109.49,166241.54,144.76600000000002,822.118,44.122
593,Japan,2023,Beverages,78309.87000000001,74937.56,83.77,651.6133333333333,50.39666666666667
594,Japan,2023,Dairy Products,187155.36,161013.9,112.895,626.85875,51.9525
595,Japan,2023,Frozen Food,8938.91,10254.62,55.76,101.15,36.33
596,Japan,2023,Fruits & Vegetables,112785.64,120874.45,142.57999999999998,935.04,52.342
597,Japan,2023,Grains & Cereals,88760.58,80667.20999999999,74.48400000000001,598.8439999999999,46.785999999999994
598,Japan,2023,Meat & Seafood,56321.2,61187.0,147.80666666666667,666.3933333333333,57.449999999999996
599,Japan,2023,Prepared Food,91587.55,88049.8,65.59333333333333,1137.2133333333334,46.196666666666665
600,Japan,2024,Bakery Items,78875.13,66984.81,148.22500000000002,577.33,41.995000000000005
601,Japan,2024,Beverages,170119.7,178937.79,92.57833333333333,583.3316666666667,46.958333333333336
602,Japan,2024,Dairy Products,83459.29,82453.70999999999,124.485,108.065,48.22
603,Japan,2024,Frozen Food,176417.42,186044.05,120.185,703.915,55.345
604,Japan,2024,Fruits & Vegetables,60463.77,59960.74,151.36666666666667,752.9399999999999,52.85
605,Japan,2024,Grains & Cereals,59699.17999999999,62200.04,100.6225,1151.4475,48.255
606,Japan,2024,Meat & Seafood,74491.93,75635.97,138.755,526.71,41.42
607,Japan,2024,Prepared Food,108666.15,89075.11,118.92999999999999,123.4275,55.185
608,Mexico,2018,Bakery Items,108129.94,107913.13,72.92,246.46333333333334,48.52
609,Mexico,2018,Beverages,172920.5,178465.36000000002,120.66285714285713,814.3614285714285,56.16428571428571
610,Mexico,2018,Dairy Products,52348.87,51530.66,164.075,1268.855,36.57
611,Mexico,2018,Frozen Food,177678.81,170252.28999999998,83.70857142857143,671.6685714285715,43.69142857142857
